psi,theta
-0.01,0.41009372
-0.02,0.4100927
-0.03,0.410092
-0.04,0.41009137
-0.05,0.4100908
-0.060000000000000005,0.41009027
-0.06999999999999999,0.41008976
-0.08,0.4100893
-0.09,0.4100888
-0.09999999999999999,0.4100883
-0.11,0.41008776
-0.12,0.4100873
-0.13,0.41008675
-0.14,0.4100862
-0.15000000000000002,0.4100857
-0.16,0.41008514
-0.17,0.4100845
-0.18000000000000002,0.41008395
-0.19,0.4100833
-0.2,0.41008264
-0.21000000000000002,0.41008198
-0.22,0.41008127
-0.23,0.41008055
-0.24000000000000002,0.41007984
-0.25,0.41007906
-0.26,0.41007823
-0.27,0.41007736
-0.28,0.41007656
-0.29000000000000004,0.41007563
-0.3,0.41007468
-0.31,0.4100737
-0.32,0.41007268
-0.33,0.4100717
-0.34,0.4100706
-0.35000000000000003,0.41006953
-0.36000000000000004,0.41006833
-0.37,0.4100672
-0.38,0.41006595
-0.39,0.4100647
-0.4,0.4100634
-0.41000000000000003,0.41006202
-0.42000000000000004,0.4100606
-0.43,0.41005918
-0.44,0.41005772
-0.45,0.41005614
-0.46,0.4100546
-0.47000000000000003,0.41005296
-0.48000000000000004,0.4100513
-0.49,0.41004956
-0.5,0.41004783
-0.51,0.410046
-0.52,0.41004413
-0.53,0.41004223
-0.54,0.41004026
-0.55,0.4100382
-0.56,0.41003615
-0.5700000000000001,0.410034
-0.5800000000000001,0.41003183
-0.59,0.41002953
-0.6,0.41002724
-0.61,0.41002488
-0.62,0.41002247
-0.63,0.41002
-0.64,0.41001743
-0.65,0.41001484
-0.66,0.41001213
-0.67,0.41000944
-0.68,0.41000664
-0.6900000000000001,0.41000378
-0.7000000000000001,0.41000086
-0.7100000000000001,0.40999788
-0.72,0.4099948
-0.73,0.40999168
-0.74,0.40998852
-0.75,0.40998524
-0.76,0.40998194
-0.77,0.40997857
-0.78,0.4099751
-0.79,0.40997154
-0.8,0.40996796
-0.81,0.4099643
-0.8200000000000001,0.40996057
-0.8300000000000001,0.40995675
-0.8400000000000001,0.40995282
-0.85,0.4099489
-0.86,0.4099449
-0.87,0.40994078
-0.88,0.40993655
-0.89,0.40993232
-0.9,0.40992802
-0.91,0.4099236
-0.92,0.4099191
-0.93,0.40991455
-0.9400000000000001,0.40990993
-0.9500000000000001,0.40990525
-0.9600000000000001,0.4099005
-0.97,0.4098956
-0.98,0.40989068
-0.99,0.40988564
